"REF_DATE","GEO","DGUID","Egg production","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Meaford, Ontario [CCS350242047]","2021S05023542047","Table eggs","Number of farms reporting","Number","223","units","0","v1327136867","1172.1.1","24","B","","","0"
"2021","Meaford, Ontario [CCS350242047]","2021S05023542047","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136868","1172.1.2","","F","","","0"
"2021","Meaford, Ontario [CCS350242047]","2021S05023542047","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136869","1172.2.1","2","A","","","0"
"2021","Meaford, Ontario [CCS350242047]","2021S05023542047","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136870","1172.2.2","","F","","","0"
"2021","Georgian Bluffs, Ontario [CCS350242053]","2021S05023542053","Table eggs","Number of farms reporting","Number","223","units","0","v1327136871","1173.1.1","17","B","","","0"
"2021","Georgian Bluffs, Ontario [CCS350242053]","2021S05023542053","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136872","1173.1.2","","F","","","0"
"2021","Georgian Bluffs, Ontario [CCS350242053]","2021S05023542053","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136873","1173.2.1","2","A","","","0"
"2021","Georgian Bluffs, Ontario [CCS350242053]","2021S05023542053","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136874","1173.2.2","","F","","","0"
"2021","Simcoe, Ontario [CD350243000]","2021A00033543","Table eggs","Number of farms reporting","Number","223","units","0","v1327136875","1174.1.1","163","B","","","0"
"2021","Simcoe, Ontario [CD350243000]","2021A00033543","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136876","1174.1.2","","F","","","0"
"2021","Simcoe, Ontario [CD350243000]","2021A00033543","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136877","1174.2.1","14","B","","","0"
"2021","Simcoe, Ontario [CD350243000]","2021A00033543","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136878","1174.2.2","","F","","","0"
"2021","Adjala-Tosorontio, Ontario [CCS350243003]","2021S05023543003","Table eggs","Number of farms reporting","Number","223","units","0","v1327136879","1175.1.1","7","B","","","0"
"2021","Adjala-Tosorontio, Ontario [CCS350243003]","2021S05023543003","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136880","1175.1.2","","F","","","0"
"2021","Adjala-Tosorontio, Ontario [CCS350243003]","2021S05023543003","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136881","1175.2.1","2","C","","","0"
"2021","Adjala-Tosorontio, Ontario [CCS350243003]","2021S05023543003","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136882","1175.2.2","285477","D","","","0"
"2021","Clearview, Ontario [CCS350243005]","2021S05023543005","Table eggs","Number of farms reporting","Number","223","units","0","v1327136883","1176.1.1","17","A","","","0"
"2021","Clearview, Ontario [CCS350243005]","2021S05023543005","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136884","1176.1.2","","F","","","0"
"2021","Clearview, Ontario [CCS350243005]","2021S05023543005","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136885","1176.2.1","1","A","","","0"
"2021","Clearview, Ontario [CCS350243005]","2021S05023543005","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136886","1176.2.2","","F","","","0"
"2021","New Tecumseth, Ontario [CCS350243007]","2021S05023543007","Table eggs","Number of farms reporting","Number","223","units","0","v1327136887","1177.1.1","15","B","","","0"
"2021","New Tecumseth, Ontario [CCS350243007]","2021S05023543007","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136888","1177.1.2","","F","","","0"
"2021","New Tecumseth, Ontario [CCS350243007]","2021S05023543007","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136889","1177.2.1","1","E","","","0"
"2021","New Tecumseth, Ontario [CCS350243007]","2021S05023543007","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136890","1177.2.2","","F","","","0"
"2021","Springwater, Ontario [CCS350243009]","2021S05023543009","Table eggs","Number of farms reporting","Number","223","units","0","v1327136891","1178.1.1","10","B","","","0"
"2021","Springwater, Ontario [CCS350243009]","2021S05023543009","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136892","1178.1.2","","F","","","0"
"2021","Springwater, Ontario [CCS350243009]","2021S05023543009","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136893","1178.2.1","3","A","","","0"
"2021","Springwater, Ontario [CCS350243009]","2021S05023543009","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136894","1178.2.2","675433","C","","","0"
"2021","Bradford West Gwillimbury, Ontario [CCS350243014]","2021S05023543014","Table eggs","Number of farms reporting","Number","223","units","0","v1327136895","1179.1.1","4","C","","","0"
"2021","Bradford West Gwillimbury, Ontario [CCS350243014]","2021S05023543014","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136896","1179.1.2","","F","","","0"
"2021","Bradford West Gwillimbury, Ontario [CCS350243014]","2021S05023543014","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136897","1179.2.1","0","B","","","0"
"2021","Bradford West Gwillimbury, Ontario [CCS350243014]","2021S05023543014","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136898","1179.2.2","0","A","","","0"
"2021","Severn, Ontario [CCS350243015]","2021S05023543015","Table eggs","Number of farms reporting","Number","223","units","0","v1327136899","1180.1.1","21","A","","","0"
"2021","Severn, Ontario [CCS350243015]","2021S05023543015","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136900","1180.1.2","","F","","","0"
"2021","Severn, Ontario [CCS350243015]","2021S05023543015","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136901","1180.2.1","2","A","","","0"
"2021","Severn, Ontario [CCS350243015]","2021S05023543015","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136902","1180.2.2","","F","","","0"
"2021","Innisfil, Ontario [CCS350243017]","2021S05023543017","Table eggs","Number of farms reporting","Number","223","units","0","v1327136903","1181.1.1","21","B","","","0"
"2021","Innisfil, Ontario [CCS350243017]","2021S05023543017","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136904","1181.1.2","","F","","","0"
"2021","Innisfil, Ontario [CCS350243017]","2021S05023543017","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136905","1181.2.1","1","A","","","0"
"2021","Innisfil, Ontario [CCS350243017]","2021S05023543017","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136906","1181.2.2","","F","","","0"
"2021","Ramara, Ontario [CCS350243019]","2021S05023543019","Table eggs","Number of farms reporting","Number","223","units","0","v1327136907","1182.1.1","13","B","","","0"
"2021","Ramara, Ontario [CCS350243019]","2021S05023543019","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136908","1182.1.2","","F","","","0"
"2021","Ramara, Ontario [CCS350243019]","2021S05023543019","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136909","1182.2.1","0","B","","","0"
"2021","Ramara, Ontario [CCS350243019]","2021S05023543019","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136910","1182.2.2","0","A","","","0"
"2021","Essa, Ontario [CCS350243021]","2021S05023543021","Table eggs","Number of farms reporting","Number","223","units","0","v1327136911","1183.1.1","11","B","","","0"
"2021","Essa, Ontario [CCS350243021]","2021S05023543021","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136912","1183.1.2","1508725","E","","","0"
"2021","Essa, Ontario [CCS350243021]","2021S05023543021","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136913","1183.2.1","1","A","","","0"
"2021","Essa, Ontario [CCS350243021]","2021S05023543021","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136914","1183.2.2","","F","","","0"
"2021","Oro-Medonte, Ontario [CCS350243023]","2021S05023543023","Table eggs","Number of farms reporting","Number","223","units","0","v1327136915","1184.1.1","19","B","","","0"
"2021","Oro-Medonte, Ontario [CCS350243023]","2021S05023543023","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136916","1184.1.2","","F","","","0"
"2021","Oro-Medonte, Ontario [CCS350243023]","2021S05023543023","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136917","1184.2.1","2","A","","","0"
"2021","Oro-Medonte, Ontario [CCS350243023]","2021S05023543023","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136918","1184.2.2","","F","","","0"
"2021","Tiny, Ontario [CCS350243068]","2021S05023543068","Table eggs","Number of farms reporting","Number","223","units","0","v1327136919","1185.1.1","13","B","","","0"
"2021","Tiny, Ontario [CCS350243068]","2021S05023543068","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136920","1185.1.2","","F","","","0"
"2021","Tiny, Ontario [CCS350243068]","2021S05023543068","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136921","1185.2.1","1","A","","","0"
"2021","Tiny, Ontario [CCS350243068]","2021S05023543068","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136922","1185.2.2","","F","","","0"
"2021","Tay, Ontario [CCS350243071]","2021S05023543071","Table eggs","Number of farms reporting","Number","223","units","0","v1327136923","1186.1.1","12","A","","","0"
"2021","Tay, Ontario [CCS350243071]","2021S05023543071","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136924","1186.1.2","","F","","","0"
"2021","Tay, Ontario [CCS350243071]","2021S05023543071","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136925","1186.2.1","0","B","","","0"
"2021","Tay, Ontario [CCS350243071]","2021S05023543071","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136926","1186.2.2","0","A","","","0"
"2021","Central Ontario Region, Ontario [CAR350300000]","2021S05013503","Table eggs","Number of farms reporting","Number","223","units","0","v1327136927","1187.1.1","619","B","","","0"
"2021","Central Ontario Region, Ontario [CAR350300000]","2021S05013503","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136928","1187.1.2","11435957","D","","","0"
"2021","Central Ontario Region, Ontario [CAR350300000]","2021S05013503","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136929","1187.2.1","48","B","","","0"
"2021","Central Ontario Region, Ontario [CAR350300000]","2021S05013503","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136930","1187.2.2","1529281","E","","","0"
"2021","Hastings, Ontario [CD350312000]","2021A00033512","Table eggs","Number of farms reporting","Number","223","units","0","v1327136931","1188.1.1","78","A","","","0"
"2021","Hastings, Ontario [CD350312000]","2021A00033512","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136932","1188.1.2","4235485","D","","","0"
"2021","Hastings, Ontario [CD350312000]","2021A00033512","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136933","1188.2.1","9","A","","","0"
"2021","Hastings, Ontario [CD350312000]","2021A00033512","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136934","1188.2.2","1220623","C","","","0"
"2021","Tyendinaga, Ontario [CCS350312001]","2021S05023512001","Table eggs","Number of farms reporting","Number","223","units","0","v1327136935","1189.1.1","6","A","","","0"
"2021","Tyendinaga, Ontario [CCS350312001]","2021S05023512001","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136936","1189.1.2","","F","","","0"
"2021","Tyendinaga, Ontario [CCS350312001]","2021S05023512001","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136937","1189.2.1","2","A","","","0"
"2021","Tyendinaga, Ontario [CCS350312001]","2021S05023512001","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136938","1189.2.2","","F","","","0"
"2021","Belleville, Ontario [CCS350312005]","2021S05023512005","Table eggs","Number of farms reporting","Number","223","units","0","v1327136939","1190.1.1","8","B","","","0"
"2021","Belleville, Ontario [CCS350312005]","2021S05023512005","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136940","1190.1.2","","F","","","0"
"2021","Belleville, Ontario [CCS350312005]","2021S05023512005","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136941","1190.2.1","1","A","","","0"
"2021","Belleville, Ontario [CCS350312005]","2021S05023512005","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136942","1190.2.2","","F","","","0"
"2021","Quinte West, Ontario [CCS350312015]","2021S05023512015","Table eggs","Number of farms reporting","Number","223","units","0","v1327136943","1191.1.1","13","B","","","0"
"2021","Quinte West, Ontario [CCS350312015]","2021S05023512015","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136944","1191.1.2","","F","","","0"
"2021","Quinte West, Ontario [CCS350312015]","2021S05023512015","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136945","1191.2.1","1","A","","","0"
"2021","Quinte West, Ontario [CCS350312015]","2021S05023512015","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136946","1191.2.2","1219628","C","","","0"
"2021","Stirling-Rawdon, Ontario [CCS350312020]","2021S05023512020","Table eggs","Number of farms reporting","Number","223","units","0","v1327136947","1192.1.1","13","A","","","0"
"2021","Stirling-Rawdon, Ontario [CCS350312020]","2021S05023512020","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136948","1192.1.2","","F","","","0"
"2021","Stirling-Rawdon, Ontario [CCS350312020]","2021S05023512020","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136949","1192.2.1","1","A","","","0"
